# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[411]b ၂။ သပ္ပါယသမ္ပဇဉ် (သင်္ကန်း).md	[347]威仪章与正知章	[411]b	411	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[412]a ၃။ ဂေါစရသမ္ပဇဉ် (သင်္ကန်း).md	[347]威仪章与正知章	[412]a	412	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[412]b ၄။ အသမ္မောဟသမ္ပဇဉ် (သင်္ကန်း).md	[347]威仪章与正知章	[412]b	412	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[413] သင်္ကန်းကို ဝတ်ရုံ သုံးဆောင်ရာ၌ ရုပ်.md	[347]威仪章与正知章	[413]	413	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[414]a ၁။ သာတ္ထကသမ္ပဇဉ် (သပိတ်).md	[347]威仪章与正知章	[414]a	414	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[414]b၂။ သပ္ပါယသမ္ပဇဉ် (သပိတ်).md	[347]威仪章与正知章	[414]b	414	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[415]a ၃။ ဂေါစရသမ္ပဇဉ် (သပိတ်).md	[347]威仪章与正知章	[415]a	415	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[415]b ၄။ အသမ္မောဟသမ္ပဇဉ် (သပိတ်).md	[347]威仪章与正知章	[415]b	415	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[415]c ရုပ်နာမ် သိမ်းဆည်းပုံ အမြွက်.md	[347]威仪章与正知章	[415]c	415	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[417]a ဥတ္တမသမ္ပဇာနကာရီ.md	[347]威仪章与正知章	[417]a	417	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[417]b အသိတေ ပီတေ ခါယိတေ သာယိတေ သမ္ပဇာနကာရီ.md	[347]威仪章与正知章	[417]b	417	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[417]c ၂။ သပ္ပါယသမ္ပဇဉ်.md	[347]威仪章与正知章	[417]c	417	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[418]a ၃။ ဂေါစရသမ္ပဇဉ်.md	[347]威仪章与正知章	[418]a	418	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[418]b ၄။ အသမ္မောဟသမ္ပဇဉ်.md	[347]威仪章与正知章	[418]b	418	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[423] သတိပြုရန်.md	[347]威仪章与正知章	[423]	423	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[427]a တစ်နည်း အသမ္မောဟသမ္ပဇဉ် ဖြစ်ပုံ.md	[347]威仪章与正知章	[427]a	427	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[427]b ဥစ္စာရပဿာဝကမ္မေ သမ္ပဇာနကာရီ ဟောတိ၊.md	[347]威仪章与正知章	[427]b	427	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[427]c ၁။ သာတ္ထကသမ္ပဇဉ်.md	[347]威仪章与正知章	[427]c	427	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[427]d ၂။ သပ္ပါယသမ္ပဇဉ်.md	[347]威仪章与正知章	[427]d	427	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[428]a ၃။ ဂေါစရသမ္ပဇဉ်.md	[347]威仪章与正知章	[428]a	428	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[428]b ၄။ အသမ္မောဟသမ္ပဇဉ်.md	[347]威仪章与正知章	[428]b	428	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[429] ရုပ်နာမ်ကို သိမ်းဆည်းပုံ.md	[347]威仪章与正知章	[429]	429	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[430]a ဥပမာဆောင်၍ ထင်ရှားအောင် ပြပုံ.md	[347]威仪章与正知章	[430]a	430	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[430]b ဣရိယာပထသုံးမျိုး ခွဲခြားသတ်မှတ်ပုံ.md	[347]威仪章与正知章	[430]b	430	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[432]a တိပိဋက မဟာသီဝမထေရ်မြတ်ကြီး၏ ဝါဒ.md	[347]威仪章与正知章	[432]a	432	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[432]b ၁။ ဂတေ သမ္ပဇာနကာရီ ဟောတိ၊= သွားရာ၌ သ.md	[347]威仪章与正知章	[432]b	432	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[433]a သိမ်းဆည်းရှုပွားပုံ.md	[347]威仪章与正知章	[433]a	433	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[433]b ၂။ ဌိတေ သမ္ပဇာနကာရီ ဟောတိ၊= ရပ်ရာ၌ သ.md	[347]威仪章与正知章	[433]b	433	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[434]a ၃။ နိသိန္နေ သမ္ပဇာနကာရီ ဟောတိ၊= ထို.md	[347]威仪章与正知章	[434]a	434	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[434]b ၄။ ၅။ သုတ္တေ ဇာဂရိတေ သမ္ပဇာနကာရီ ဟော.md	[347]威仪章与正知章	[434]b	434	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[435] အိပ်ပျော်ခြင်းနှင့် နိုးလာခြင်း.md	[347]威仪章与正知章	[435]	435	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[436] အိပ်မက် မက်နေခဲ့သော်.md	[347]威仪章与正知章	[436]	436	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[437] ၆။ ဘာသိတေ သမ္ပဇာနကာရီ ဟောတိ၊= စကား.md	[347]威仪章与正知章	[437]	437	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[438] စကားပြောနေစဉ် ရုပ်နာမ်တို့ကို သိမ်းဆ.md	[347]威仪章与正知章	[438]	438	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[439] စကားပြောပြီးနောက် ရုပ်နာမ်တို့ကို သိ.md	[347]威仪章与正知章	[439]	439	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[440] ၇။ တုဏှီဘူတေ သမ္ပဇာနကာရီ ဟောတိ၊= စကာ.md	[347]威仪章与正知章	[440]	440	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[441] အသမ္မောဟဓုရ.md	[347]威仪章与正知章	[441]	441	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[443] သမ္မောဟဝိနောဒနီအဋ္ဌကထာအဖွင့်.md	[347]威仪章与正知章	[443]	443	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[444] သုတ္တေ သမ္ပဇာနကာရီ ဟောတိ။.md	[347]威仪章与正知章	[444]	444	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[445] ဇာဂရိတေ သမ္ပဇာနကာရီ နာမ ဟောတိ။.md	[347]威仪章与正知章	[445]	445	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[446]a ဘာသိတေ သမ္ပဇာနကာရီ နာမ ဟောတိ။.md	[347]威仪章与正知章	[446]a	446	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[446]b ကထာဝတ္ထု (၁၀) ပါး.md	[347]威仪章与正知章	[446]b	446	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[347]ဣရိယာပထ အခန်းနှင့် သမ္ပဇဉ်အခန်း/[447] တုဏှီဘာဝေ သမ္ပဇာနကာရီ ဟောတိ။.md	[347]威仪章与正知章	[447]	447	vol_2/English-First-Edition-markdown/Vol 2, pg 397-447#.md	glossary/subsets/Vol 2, pg 397-447#.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[448]a သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း.md	[448]四念处法章	[448]a	448	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[448]b ကာယာနုပဿနာ သတိပဋ္ဌာန်(က) အာနာပါနပဗ္ဗ.md	[448]四念处法章	[448]b	448	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[449] (ခ) ဣရိယာပထပဗ္ဗ = ဣရိယာပထပိုင်း ပထမဆ.md	[448]四念处法章	[449]	449	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[450] (ဂ) သမ္ပဇာနပဗ္ဗ = သမ္ပဇဉ်ပိုင်း ပထမဆ.md	[448]四念处法章	[450]	450	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[451] (ဃ) ဓာတုမနသိကာရ ပဗ္ဗ = ဓာတ်ကမ္မဋ္ဌာ.md	[448]四念处法章	[451]	451	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[452] ဓာတ်ကမ္မဋ္ဌာန်းလမ်းစဉ်မှ အရဟတ္တဖိုလ်.md	[448]四念处法章	[452]	452	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[456]a ဝေဒနာနုပဿနာ သတိပဋ္ဌာန် ပထမဆင့်.md	[448]四念处法章	[456]a	456	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[456]b ဝေဒနာအကြောင်း သိကောင်းစရာ.md	[448]四念处法章	[456]b	456	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[458] ခံစားမှုကို ကွဲကွဲပြားပြား သိပုံ.md	[448]四念处法章	[458]	458	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[459] မထင်ရှားသော မထေရ်မြတ်ကြီးတစ်ပါး.md	[448]四念处法章	[459]	459	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[461] ဒုက္ခဝေဒနာ ရှုကွက် ပုံစံတစ်ခု.md	[448]四念处法章	[461]	461	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[463] ကမ္မဋ္ဌာန်း နှစ်မျိုး.md	[448]四念处法章	[463]	463	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[464]a ရုပ်ကမ္မဋ္ဌာန်း နှစ်မျိုး.md	[448]四念处法章	[464]a	464	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[464]b နာမ်ကမ္မဋ္ဌာန်း သုံးမျိုး.md	[448]四念处法章	[464]b	464	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[465]a ရုပ်ကမ္မဋ္ဌာန်းကို သိမ်းဆည်းပြီးလတ်.md	[448]四念处法章	[465]a	465	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[465]b အသင်ယောဂီ ဘာမှားနေသလဲ？.md	[448]四念处法章	[465]b	465	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[466]a ၁။ ဖဿ ထင်ရှားသော ပုဂ္ဂိုလ်.md	[448]四念处法章	[466]a	466	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[466]b ၂။ ဝေဒနာ ထင်ရှားသော ပုဂ္ဂိုလ်.md	[448]四念处法章	[466]b	466	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[467]a ၃။ အသိစိတ် = ဝိညာဏ် ထင်ရှားသော ပုဂ္.md	[448]四念处法章	[467]a	467	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[467]b တူညီသော ပရိဂ္ဂဟ ရှိသည်.md	[448]四念处法章	[467]b	467	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[468] နာမရူပပရိစ္ဆေဒဉာဏ်.md	[448]四念处法章	[468]	468	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[469]ပစ္စယပရိဂ္ဂဟဉာဏ် - ဝိပဿနာဉာဏ်.md	[448]四念处法章	[469]	469	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[470] သတိပဋ္ဌာန် ခွဲပုံ.md	[448]四念处法章	[470]	470	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[473] သက္ကပဥှသုတ္တန်.md	[448]四念处法章	[473]	473	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[475]a တစ်နည်း ဝေဒနာကို ကွဲကွဲပြားပြား သိ.md	[448]四念处法章	[475]a	475	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[475]b ဒီဃနခသုတ္တန် ကောက်နုတ်ချက်.md	[448]四念处法章	[475]b	475	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[477] ဝေဒနာ အမျိုးအစား ခွဲပုံ.md	[448]四念处法章	[477]	477	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[479]a သာမိသ သုခ - ဒုက္ခ - ဥပေက္ခာဝေဒနာ.md	[448]四念处法章	[479]a	479	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[479]b နိရာမိသ သုခ - ဒုက္ခ - ဥပေက္ခာဝေဒနာ.md	[448]四念处法章	[479]b	479	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[480] သိမ်းဆည်းပုံ အမြွက်.md	[448]四念处法章	[480]	480	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[482] သာမိသ သုခဝေဒနာ.md	[448]四念处法章	[482]	482	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[484]a အတိတ်၌ သောမနဿဖြစ်ပုံ.md	[448]四念处法章	[484]a	484	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[484]b နိရာမိသ သုခဝေဒနာ.md	[448]四念处法章	[484]b	484	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[486] သာမိသ ဒုက္ခဝေဒနာ.md	[448]四念处法章	[486]	486	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[487]a အတိတ်၌ ဒေါမနဿဖြစ်ပုံ.md	[448]四念处法章	[487]a	487	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[487]b နိရာမိသ ဒုက္ခဝေဒနာ.md	[448]四念处法章	[487]b	487	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[489] ဆိုလိုရင်းသဘော.md	[448]四念处法章	[489]	489	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[490] မဟာသီဝမထေရ်မြတ်ကြီး (ဒီ၊ဋ္ဌ၊၂၊၃၁၉-၃၂.md	[448]四念处法章	[490]	490	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[496]a နိရာမိသ ဒုက္ခဝေဒနာ ရှုကွက်.md	[448]四念处法章	[496]a	496	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[496]b ဂေဟသိတ ဥပေက္ခာ = သာမိသ ဥပေက္ခာ.md	[448]四念处法章	[496]b	496	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[497] နေက္ခမ္မသိတ ဥပေက္ခာ.md	[448]四念处法章	[497]	497	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[499]a အသမပေက္ခန.md	[448]四念处法章	[499]a	499	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
vol_2/markdown/[448]သတိပဋ္ဌာန်တရား (၄) ပါး အခန်း/[499]b နေက္ခမ္မသိတ ဥပေက္ခာဝေဒနာ ရှုကွက်.md	[448]四念处法章	[499]b	499	vol_2/English-First-Edition-markdown/Vol 2, pg 448-500.md	glossary/subsets/Vol 2, pg 448-500.tsv
