# source	target_reldir	key	page	english_ref	subset
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[394]အင်္ဂပူ ဆရာတော်ဘုရားကြီး၏ ‌မောရသုတ်အမွှန်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[394]	394	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[402]ခက်ဆစ် အဓိပ္ပါယ်များ.md	[227]行蕴论章/[346]不善心所（14）个篇	[402]	402	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[408]အဿကဇာတ်တော် ကောက်နုတ်ချက်.md	[227]行蕴论章/[346]不善心所（14）个篇	[408]	408	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[411]ရှေးဘဝက ပေါင်းဖော်ခဲ့ဖူးခြင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[411]	411	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[413]မာယာ - သာဌေယျ.md	[227]行蕴论章/[346]不善心所（14）个篇	[413]	413	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[415]ဗိဠာရဝတ ဇာတ်တော်.md	[227]行蕴论章/[346]不善心所（14）个篇	[415]	415	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[417]၆။ဒိဋ္ဌိ = မိစ္ဆာဒိဋ္ဌိ.md	[227]行蕴论章/[346]不善心所（14）个篇	[417]	417	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[418]လက္ခဏ - ရသ - ပစ္စုပဋ္ဌာန်.md	[227]行蕴论章/[346]不善心所（14）个篇	[418]	418	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[419]မလွဲချော်နိုင်သော ကျင့်စဥ်.md	[227]行蕴论章/[346]不善心所（14）个篇	[419]	419	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[426]နတ္ထိကဒိဋ္ဌိသမားကြီး နန္ဒက.md	[227]行蕴论章/[346]不善心所（14）个篇	[426]	426	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[429]၇။မာန.md	[227]行蕴论章/[346]不善心所（14）个篇	[429]	429	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[434]အလဂဒ္ဒူပမ စာသင်နည်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[434]	434	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[436]အင်္ဂါ (၉)တန် ရှိသော ပရိယတ်တရားတော်.md	[227]行蕴论章/[346]不善心所（14）个篇	[436]	436	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[437]၂။နိဿရဏတ္ထာပရိယတ် စာသင်နည်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[437]	437	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[439]ဓမ္မာပိ ဝေါ ပဟာတဗ္ဗာ.md	[227]行蕴论章/[346]不善心所（14）个篇	[439]	439	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[441]ဘဏ္ဍာဂါရိက ပရိယတ္တိ စာသင်နည်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[441]	441	vol_4/English-First-Edition-markdown/Vol 4, Page 385_441.md	glossary/subsets/Vol 4, Page 385_441.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[447]ပရိယတ္တိမာန်စွယ်.md	[227]行蕴论章/[346]不善心所（14）个篇	[447]	447	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[448]ဗြဟ္မဒဏ် အပေးခံရခြင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[448]	448	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[449]၈။‌‌‌‌‌ဒေါသ.md	[227]行蕴论章/[346]不善心所（14）个篇	[449]	449	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[452]ပဒဋ္ဌာန် - အာဃာတဝတ္ထု(၉)ပါး,(၁၀)ပါး.md	[227]行蕴论章/[346]不善心所（14）个篇	[452]	452	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[454]အရှင်ဒေဝဒတ်၏ ဒေါသ.md	[227]行蕴论章/[346]不善心所（14）个篇	[454]	454	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[455]စူဠနန္ဒိယဇာတ်.md	[227]行蕴论章/[346]不善心所（14）个篇	[455]	455	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[459]အမျိုးသမီးတစ်ဦး၏ ဒေါသ.md	[227]行蕴论章/[346]不善心所（14）个篇	[459]	459	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[460]ကကစူပမ သုတ္တန်.md	[227]行蕴论章/[346]不善心所（14）个篇	[460]	460	vol_4/English-First-Edition-markdown/Vol 4, Page 442-463.md	glossary/subsets/Vol 4, Page 442-463.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[469]မက္ခ - ပဠာသ.md	[227]行蕴论章/[346]不善心所（14）个篇	[469]	469	vol_4/English-First-Edition-markdown/Vol 4, Page 464-473.md	glossary/subsets/Vol 4, Page 464-473.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[470]ဆရာသမား၏ ကျေးဇူးတော်.md	[227]行蕴论章/[346]不善心所（14）个篇	[470]	470	vol_4/English-First-Edition-markdown/Vol 4, Page 464-473.md	glossary/subsets/Vol 4, Page 464-473.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[472]ပဠာသ.md	[227]行蕴论章/[346]不善心所（14）个篇	[472]	472	vol_4/English-First-Edition-markdown/Vol 4, Page 464-473.md	glossary/subsets/Vol 4, Page 464-473.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[474]၉။ ဣဿာ.md	[227]行蕴论章/[346]不善心所（14）个篇	[474]	474	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[475]မြဂူကို မနာလိုသော ဝက်များ.md	[227]行蕴论章/[346]不善心所（14）个篇	[475]	475	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[476]အတ္တုက္ကံသန - ပရဝမ္ဘန.md	[227]行蕴论章/[346]不善心所（14）个篇	[476]	476	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[477](က)၁၀။မစ္ဆရိယ.md	[227]行蕴论章/[346]不善心所（14）个篇	[477]	477	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[477](ခ)မစ္ဆရိယ(၅)မျိုး.md	[227]行蕴论章/[346]不善心所（14）个篇	[477]	477	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[484]ဇမ္ဗုကမထေရ်အလောင်း .md	[227]行蕴论章/[346]不善心所（14）个篇	[484]	484	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[487]ဆတ္တပါဏိလုလင်.md	[227]行蕴论章/[346]不善心所（14）个篇	[487]	487	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[488]ဆတ္တပါဏိလုလင်၌ ပြည့်စုံနေသော အင်္ဂါလေးပါး.md	[227]行蕴论章/[346]不善心所（14）个篇	[488]	488	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[489]၁။ငြူစူခြင်း ဣဿာတရား မရှိရခြင်း အကြောင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[489]	489	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[491]၂။အရက် မသောက်ခြင်း အကြောင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[491]	491	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[492]၃။မည်သူ့ကိုမျှ မချစ်တတ်ခြင်း၏ အကြောင်းရင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[492]	492	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[494]၄။မည်သူ့ကိုမျှ အမျက်မထွက်ခြင်း မမုန်းတီးခြင်းအကြောင်း.md	[227]行蕴论章/[346]不善心所（14）个篇	[494]	494	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[496]၁၁။ကုက္ကုစ္စ.md	[227]行蕴论章/[346]不善心所（14）个篇	[496]	496	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[498]ကျွန်နှင့်တူသည်.md	[227]行蕴论章/[346]不善心所（14）个篇	[498]	498	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[499]ကုက္ကုစ္စဖြစ်တတ်ပုံ တစ်မျိုး.md	[227]行蕴论章/[346]不善心所（14）个篇	[499]	499	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[500]a ကုက္ကုစ္စ(၃)မျိုး.md	[227]行蕴论章/[346]不善心所（14）个篇	[500]a	500	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[500]a နောင်မှ နောင်တရပုံ.md	[227]行蕴论章/[346]不善心所（14）个篇	[500]a	500	vol_4/English-First-Edition-markdown/vol 4, Page 474-500.md	glossary/subsets/vol 4, Page 474-500.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[501]အချိန်ရှိခိုက် လုံ့လစိုက်ပါ.md	[227]行蕴论章/[346]不善心所（14）个篇	[501]	501	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[504]၁၂။ထိန.md	[227]行蕴论章/[346]不善心所（14）个篇	[504]	504	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[504]၁၃။မိဒ္ဓ.md	[227]行蕴论章/[346]不善心所（14）个篇	[504]	504	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[507]၁၄။ဝိစိကိစ္ဆာ.md	[227]行蕴论章/[346]不善心所（14）个篇	[507]	507	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[508]သံသယလက္ခဏာ.md	[227]行蕴论章/[346]不善心所（14）个篇	[508]	508	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[512]ကိလေသာ အသေးအဖွဲ.md	[227]行蕴论章/[346]不善心所（14）个篇	[512]	512	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[346]အကုသိုလ်စေတသိက် (၁၄) လုံး အပိုင်း/[514]အမ္ဗလဋ္ဌိက ရာဟုလောဝါဒသုတ္တန်.md	[227]行蕴论章/[346]不善心所（14）个篇	[514]	514	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[522]a-သောဘဏစေတသိက် (၂၅) လုံး အပိုင်း.md	[227]行蕴论章/[522]美心所（25）个	[522]a	522	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[522]b-၁။ သဒ္ဓါ.md	[227]行蕴论章/[522]美心所（25）个	[522]b	522	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[532]a ဟတ္ထ-ဝတ္တ-ဗီဇနှင့်တူပုံ.md	[227]行蕴论章/[522]美心所（25）个	[532]a	532	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[532]b သဒ္ဒါနှင့် ပေမ ‌ရောနှောတတ်ပုံ.md	[227]行蕴论章/[522]美心所（25）个	[532]b	532	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[534]၂။သတိ.md	[227]行蕴论章/[522]美心所（25）个	[534]	534	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[541]a မြို့တံခါးတိုင်ကြီးများနှင့်တူ၏.md	[227]行蕴论章/[522]美心所（25）个	[541]a	541	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[541]b သတိနှင့်မနသိကာရ.md	[227]行蕴论章/[522]美心所（25）个	[541]b	541	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[541]c ၃။ဟိရီ.md	[227]行蕴论章/[522]美心所（25）个	[541]c	541	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[542]၄။ဩတ္တပ္ပ .md	[227]行蕴论章/[522]美心所（25）个	[542]	542	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[545]၃။(က)လဇ္ဇာသဘာဝသဏ္ဌိတာ ဟိရီ၊(ခ)ဘယသဘာဝသဏ္ဌိတံ သြတ္တပ္ပံ။.md	[227]行蕴论章/[522]美心所（25）个	[545]	545	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[546]၄။(က)သပ္ပတိဿဝလက္ခဏာ ဟိရီ၊ (ခ)ဝဇ္ဇဘီရုကဘယဒဿာဝိလက္ခဏံ ဩတ္တပ္ပံ.md	[227]行蕴论章/[522]美心所（25）个	[546]	546	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[550]၅။အလောဘ.md	[227]行蕴论章/[522]美心所（25）个	[550]	550	vol_4/English-First-Edition-markdown/vol 4, Page 501-550.md	glossary/subsets/vol 4, Page 501-550.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[553]လောဘသမား နှင့် အလောဘသမား.md	[227]行蕴论章/[522]美心所（25）个	[553]	553	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[555]၆။အဒေါသ.md	[227]行蕴论章/[522]美心所（25）个	[555]	555	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[557]၂၅။အမောဟ = ပညိန္ဒြေ.md	[227]行蕴论章/[522]美心所（25）个	[557]	557	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[562]မူလအမည်ရပုံ.md	[227]行蕴论章/[522]美心所（25）个	[562]	562	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[563]ကုသလမူလတရားတို့၏ မှတ်သားဖွယ်ရာများ.md	[227]行蕴论章/[522]美心所（25）个	[563]	563	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[569]အလောင်းတော်၏ အလောဘ အဒေါသ အမောဟ.md	[227]行蕴论章/[522]美心所（25）个	[569]	569	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[571]၇။တတြမဇ္စျတ္တတာ.md	[227]行蕴论章/[522]美心所（25）个	[571]	571	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[573]၈-၉။ကာယပဿဒ္ဓိ+စိတ္တပဿဒ္ဓိ.md	[227]行蕴论章/[522]美心所（25）个	[573]	573	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[574] ၁၀ - ၁၁။ ကာယလဟုတာ + စိတ္တလဟုတာ.md	[227]行蕴论章/[522]美心所（25）个	[574]	574	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[575] ၁၂ - ၁၃။ ကာယမုဒုတာ + စိတ္တမုဒုတာ.md	[227]行蕴论章/[522]美心所（25）个	[575]	575	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
